Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
55,False,College,2,False,True,True,False,3.21,True,Hydroponic,Plow,11.48,4561,1868,58.7,2697,2302,Stable,Rice,543,Poor
22,True,Secondary School,0,True,False,True,False,2.6,False,Organic,Combine,16.48,3386,621,40.36,4793,2782,Declining,Soybean,570,Poor
64,False,Primary School,6,False,True,False,True,5.61,True,Hydroponic,Plow,72.49,4920,2182,51.94,4871,3869,Declining,Wheat,787,Average
28,False,Primary School,6,True,False,False,True,5.03,True,Hydroponic,Plow,30.78,2113,1146,25.5,3495,2862,Growing,Soybean,598,Poor
45,False,Primary School,10,True,False,False,True,14.28,False,Conventional,Hoe,39.27,4750,3727,84.8,8458,2580,Growing,Wheat,773,Average
39,False,Primary School,6,True,True,True,True,2.66,False,Organic,Plow,45.0,2804,818,49.55,5831,1671,Declining,Rice,480,Poor
44,False,High School,2,False,True,True,True,12.05,True,Conventional,Tractor,50.78,5626,4447,79.4,8012,4259,Stable,Corn,806,Best
45,True,Primary School,5,False,False,False,False,11.84,False,Hydroponic,Combine,44.3,3020,1098,52.33,8668,4837,Stable,Wheat,773,Average
64,True,Secondary School,4,True,True,True,False,12.14,True,Organic,Tractor,53.77,4120,1198,45.32,5824,4417,Growing,Soybean,777,Average
62,True,High School,6,True,True,False,False,3.75,False,Hydroponic,Tractor,33.88,3091,1869,20.63,3760,2278,Growing,Soybean,449,Poor
65,True,Secondary School,4,True,False,False,True,16.62,True,Conventional,Combine,50.93,3601,2960,70.27,6414,3683,Declining,Soybean,662,Average
50,True,High School,3,False,True,True,True,13.78,True,Conventional,Tractor,64.72,9149,2908,108.76,7245,4894,Declining,Corn,810,Best
64,False,High School,6,False,True,False,False,7.48,True,Conventional,Tractor,21.48,2366,1928,20.27,3458,1517,Declining,Wheat,470,Poor
49,False,Primary School,5,False,False,True,False,15.99,False,Hydroponic,Tractor,58.42,7253,3479,75.58,4614,4701,Stable,Rice,706,Average
55,True,Primary School,2,True,False,False,False,6.04,False,Conventional,Tractor,39.86,1739,1019,58.15,2733,1313,Declining,Rice,481,Poor
43,True,Primary School,4,False,True,True,True,8.14,False,Hydroponic,Hoe,38.12,4731,1629,23.54,2589,2349,Declining,Soybean,391,Poor
21,True,High School,2,True,True,True,True,41.52,True,Hydroponic,Hoe,99.48,7579,4897,100.65,8775,3841,Declining,Soybean,811,Best
55,False,High School,8,False,False,False,False,5.74,False,Organic,Hoe,27.75,1891,1023,32.79,2392,1023,Stable,Soybean,499,Poor
54,False,Master,0,True,True,True,True,44.98,True,Conventional,Tractor,52.87,7696,3488,85.58,9744,2899,Growing,Corn,812,Best
65,False,College,7,True,False,True,False,2.27,False,Conventional,Tractor,16.22,3973,800,25.68,4329,2029,Growing,Rice,534,Poor
62,False,Primary School,5,True,False,True,False,7.91,True,Organic,Combine,46.73,2507,1037,46.96,4209,2294,Growing,Wheat,424,Poor
48,False,High School,3,True,False,False,True,7.98,False,Conventional,Plow,52.41,6215,3621,88.05,7211,4364,Declining,Soybean,737,Average
40,True,Primary School,7,False,True,False,True,18.47,False,Hydroponic,Tractor,54.19,6418,3240,80.06,8231,2723,Stable,Wheat,727,Average
27,False,Primary School,1,False,False,False,True,9.65,True,Conventional,Combine,12.96,3500,1600,33.23,3247,1424,Growing,Wheat,524,Poor
18,False,Primary School,2,False,True,True,False,2.72,False,Conventional,Hoe,28.3,1717,743,38.7,4736,2810,Declining,Corn,386,Poor
57,False,Primary School,6,True,False,True,True,7.04,True,Hydroponic,Plow,16.18,1399,529,27.97,4826,1354,Declining,Soybean,495,Poor
27,True,Secondary School,1,False,True,True,False,1.81,True,Hydroponic,Hoe,47.31,2082,1036,23.39,3384,1046,Growing,Rice,484,Poor
22,True,Secondary School,9,False,False,True,False,5.13,True,Organic,Hoe,17.95,1372,1520,34.71,3368,2055,Declining,Soybean,341,Poor
62,True,High School,7,True,True,False,False,9.51,False,Hydroponic,Combine,29.44,1768,1482,59.35,2653,2664,Stable,Soybean,543,Poor
43,True,Primary School,9,True,True,False,True,8.98,True,Organic,Plow,35.54,6497,1902,48.78,5315,4102,Declining,Wheat,653,Average
26,True,Secondary School,3,True,True,False,False,9.11,True,Organic,Hoe,64.11,4178,1200,42.62,6408,3328,Growing,Soybean,773,Average
48,True,Primary School,2,True,True,False,True,9.95,False,Hydroponic,Combine,16.2,4829,1801,53.02,4308,1800,Growing,Rice,614,Poor
47,False,Primary School,6,False,True,True,False,9.98,False,Hydroponic,Plow,48.66,4510,2283,46.35,4699,3051,Declining,Soybean,665,Average
57,True,Primary School,9,False,True,True,True,8.02,False,Organic,Plow,24.91,2162,1924,25.94,4676,2574,Growing,Rice,500,Poor
47,True,Primary School,5,True,False,False,True,10.62,False,Conventional,Tractor,60.45,7870,3659,56.7,5992,3473,Stable,Soybean,759,Average
40,True,Secondary School,0,True,True,False,True,2.51,False,Conventional,Hoe,43.48,1489,1788,21.16,3699,2409,Stable,Rice,411,Poor
47,False,Primary School,7,False,False,False,True,9.6,False,Conventional,Hoe,51.23,7148,3011,81.7,4051,2205,Stable,Wheat,686,Average
53,False,Secondary School,2,False,False,False,True,5.68,True,Conventional,Combine,18.07,2630,781,26.86,3073,2033,Declining,Soybean,449,Poor
37,True,High School,5,True,False,True,False,6.61,True,Conventional,Plow,39.28,3940,1347,59.73,4840,1925,Declining,Rice,538,Poor
61,False,Primary School,2,False,True,True,False,8.39,True,Organic,Plow,34.37,2156,1393,25.84,4972,1751,Stable,Soybean,476,Poor
46,True,Primary School,4,False,False,False,True,2.0,True,Conventional,Tractor,33.66,3647,1857,47.21,3047,2349,Stable,Wheat,364,Poor
30,True,Primary School,6,False,True,False,True,3.17,False,Conventional,Plow,40.35,3442,1974,32.97,2673,2830,Stable,Soybean,390,Poor
60,True,Primary School,9,True,True,False,True,16.62,True,Conventional,Combine,79.34,6442,3038,41.3,7451,2732,Stable,Corn,774,Average
60,True,Master,3,False,False,True,True,29.38,True,Hydroponic,Tractor,98.14,6036,4011,106.81,10107,4082,Declining,Corn,875,Best
58,True,Primary School,1,False,True,False,True,7.39,True,Conventional,Tractor,34.23,6896,3558,45.78,7900,4523,Growing,Rice,764,Average
22,True,High School,0,False,True,True,False,1.95,False,Hydroponic,Combine,12.15,2237,1475,37.42,2935,1753,Growing,Wheat,382,Poor
45,True,High School,3,True,True,True,True,42.48,True,Hydroponic,Combine,81.92,7693,2374,86.65,10973,4756,Declining,Corn,819,Best
54,False,Primary School,1,False,True,False,False,4.12,True,Hydroponic,Hoe,47.58,3169,1929,51.14,2668,2990,Growing,Corn,457,Poor
55,False,Secondary School,2,True,False,False,False,6.24,False,Hydroponic,Hoe,37.14,2745,1471,37.21,5847,2498,Declining,Soybean,545,Poor
32,True,High School,10,True,True,True,False,17.02,False,Conventional,Plow,57.47,3258,2353,83.9,7029,2548,Growing,Wheat,730,Average
53,False,Secondary School,4,False,True,True,True,2.8,True,Organic,Tractor,32.14,1114,1764,59.67,5711,1342,Declining,Corn,517,Poor
64,False,High School,2,True,True,False,False,12.36,True,Organic,Hoe,78.29,6346,2389,69.61,7966,4879,Growing,Soybean,698,Average
55,False,High School,9,False,True,True,True,5.2,False,Organic,Combine,35.25,2839,603,33.31,5660,2180,Declining,Wheat,521,Poor
34,False,Primary School,10,False,True,True,True,1.96,False,Organic,Tractor,21.82,2029,1758,51.68,2926,2816,Growing,Soybean,486,Poor
60,True,Secondary School,4,False,False,True,False,6.25,False,Conventional,Plow,47.05,3626,1836,52.3,3946,1980,Declining,Wheat,571,Poor
34,True,Master,2,True,True,True,True,44.34,True,Organic,Tractor,92.15,5172,2800,80.73,6366,3191,Growing,Corn,899,Best
50,True,Primary School,10,True,False,False,True,17.89,False,Organic,Combine,61.93,3196,1956,59.04,7241,4636,Stable,Rice,778,Average
38,False,Postgraduate,5,True,True,False,True,8.24,False,Organic,Tractor,28.12,1140,1140,48.97,5045,2883,Stable,Rice,593,Poor
44,False,Primary School,7,False,False,True,True,2.02,True,Organic,Tractor,13.78,1123,1972,24.54,2660,2818,Declining,Soybean,404,Poor
40,True,Primary School,10,False,False,False,False,9.51,False,Hydroponic,Plow,50.42,4283,1910,85.15,4049,3780,Declining,Soybean,714,Average
40,True,High School,1,True,True,True,True,45.28,True,Organic,Tractor,50.47,6934,2362,109.65,6621,5410,Growing,Corn,826,Best
18,False,Primary School,1,False,True,True,True,6.81,True,Conventional,Combine,44.88,2910,1722,55.04,2712,1170,Declining,Corn,583,Poor
57,False,Primary School,2,True,False,False,True,8.78,False,Conventional,Plow,30.29,2742,967,53.47,4754,2684,Declining,Rice,638,Poor
58,False,Primary School,4,True,True,True,False,8.52,False,Conventional,Hoe,19.86,2458,1780,26.05,3010,1237,Growing,Wheat,529,Poor
50,False,College,8,False,True,True,False,3.74,True,Conventional,Hoe,20.46,2297,1379,39.22,4555,1551,Growing,Wheat,433,Poor
23,False,High School,0,True,True,True,True,6.93,True,Organic,Plow,16.64,1066,994,55.48,2659,2868,Growing,Rice,556,Poor
65,True,Primary School,10,False,True,True,True,7.8,True,Hydroponic,Combine,30.12,3582,1757,20.78,2472,2458,Growing,Rice,412,Poor
33,True,High School,2,True,True,True,True,39.35,True,Conventional,Tractor,70.34,5048,2883,107.91,6915,3535,Declining,Corn,800,Best
64,False,Primary School,4,True,False,False,False,2.42,False,Hydroponic,Plow,22.39,1271,501,28.5,2085,1460,Stable,Wheat,466,Poor
54,False,Primary School,0,False,False,False,False,3.58,False,Hydroponic,Hoe,13.14,2469,1396,54.49,4462,1874,Declining,Rice,408,Poor
29,True,Master,0,False,True,True,True,11.73,True,Conventional,Tractor,72.56,7535,3181,108.04,6271,5464,Growing,Corn,829,Best
51,True,Secondary School,1,True,False,True,False,6.47,True,Conventional,Plow,40.77,1905,1191,56.11,2974,2611,Growing,Wheat,574,Poor
62,True,Bachelor,0,True,True,True,True,29.29,True,Organic,Tractor,78.46,6634,3376,86.33,7208,4487,Stable,Corn,821,Best
63,False,Primary School,1,True,True,False,False,9.32,True,Conventional,Tractor,22.64,2645,875,37.11,3123,1980,Declining,Soybean,473,Poor
19,True,Master,0,False,True,True,True,26.89,True,Conventional,Tractor,90.7,7580,4494,97.92,7469,4880,Stable,Corn,854,Best
35,True,Master,2,True,True,True,True,30.32,True,Conventional,Tractor,86.54,5382,4639,85.01,8253,4341,Declining,Rice,872,Best
21,True,College,4,True,False,False,True,5.2,False,Organic,Hoe,45.63,1754,1488,42.59,2684,2289,Declining,Corn,383,Poor
65,True,Secondary School,4,False,False,False,True,3.48,True,Organic,Tractor,27.27,2629,1408,31.7,4060,1015,Growing,Corn,585,Poor
22,False,Primary School,5,False,False,False,True,3.69,True,Organic,Hoe,23.27,1463,716,48.49,3638,1602,Stable,Rice,381,Poor
24,True,Primary School,2,False,True,True,False,2.55,True,Hydroponic,Plow,36.35,1100,1223,45.11,2988,2717,Stable,Soybean,398,Poor
40,True,Phd,6,False,False,True,False,9.62,False,Organic,Plow,42.4,2920,1958,59.44,5502,2317,Declining,Rice,396,Poor
32,True,High School,3,True,True,True,True,35.76,True,Conventional,Tractor,87.81,7838,4306,88.54,6507,3382,Growing,Corn,813,Best
42,False,Secondary School,9,False,True,True,True,6.77,False,Conventional,Combine,49.31,3403,3965,52.01,4970,3744,Stable,Wheat,674,Average
34,True,Secondary School,7,True,True,True,False,2.12,False,Conventional,Combine,11.21,2690,1268,40.7,5085,2377,Growing,Rice,383,Poor
50,False,Primary School,2,False,False,True,False,5.76,False,Hydroponic,Plow,39.36,4938,763,52.86,5459,2506,Declining,Rice,321,Poor
20,False,Secondary School,4,True,False,True,False,2.86,False,Organic,Tractor,27.19,4629,1670,48.87,5299,2866,Stable,Corn,560,Poor
53,True,Secondary School,4,False,False,True,True,7.54,False,Conventional,Tractor,34.83,1623,861,43.84,3588,2199,Declining,Rice,422,Poor
48,False,Secondary School,3,False,False,True,True,4.19,True,Conventional,Tractor,39.9,4564,500,38.07,5121,2098,Declining,Corn,372,Poor
32,False,Secondary School,3,True,False,False,False,2.34,True,Organic,Combine,45.04,2988,1699,32.02,2452,2794,Stable,Rice,528,Poor
54,False,Primary School,5,False,True,False,False,7.85,True,Organic,Plow,45.08,2917,1730,52.63,2349,2494,Declining,Wheat,637,Poor
49,False,Primary School,0,False,False,False,True,14.42,False,Hydroponic,Hoe,42.47,6229,3737,56.16,4254,3822,Growing,Soybean,665,Average
63,True,Bachelor,2,True,False,True,True,35.46,True,Organic,Tractor,57.57,8630,2180,80.93,7377,5701,Declining,Wheat,894,Best
31,True,Master,1,False,False,True,True,36.0,True,Hydroponic,Combine,84.54,7670,4174,77.78,10526,5759,Declining,Corn,804,Best
40,False,Secondary School,6,False,True,True,True,4.85,True,Organic,Plow,26.18,3709,1716,22.37,4211,1701,Growing,Rice,527,Poor
26,True,Primary School,9,True,False,True,True,1.47,True,Hydroponic,Tractor,25.85,2397,592,50.87,2963,1090,Declining,Rice,644,Poor
38,False,Primary School,10,True,True,False,True,6.12,False,Conventional,Hoe,68.54,5923,1525,69.95,4468,1730,Stable,Wheat,659,Average
47,True,Bachelor,0,True,True,True,True,23.8,True,Hydroponic,Hoe,82.7,5028,2092,88.72,9166,4430,Declining,Corn,840,Best
39,False,Master,1,True,False,True,True,11.13,True,Conventional,Hoe,84.0,9434,3606,98.67,8257,5206,Stable,Soybean,852,Best
54,True,Secondary School,10,True,True,False,True,6.22,True,Organic,Plow,37.23,2189,596,55.31,4108,1841,Declining,Rice,383,Poor
43,False,Primary School,3,False,False,False,False,9.82,True,Hydroponic,Combine,43.57,2065,1539,38.39,5894,2354,Declining,Wheat,422,Poor
48,False,Secondary School,2,True,True,True,False,8.05,False,Conventional,Tractor,73.52,4762,2608,78.7,4424,4451,Declining,Wheat,711,Average
31,False,Primary School,10,False,False,True,False,7.05,False,Hydroponic,Hoe,16.55,3171,704,23.82,3096,1982,Growing,Wheat,477,Poor
20,True,Secondary School,1,False,True,True,True,4.0,False,Hydroponic,Tractor,22.62,1456,655,40.87,2636,2532,Declining,Rice,366,Poor
48,False,Primary School,10,True,True,False,False,15.98,True,Hydroponic,Hoe,32.06,7259,2201,48.0,5629,1732,Stable,Corn,693,Average
52,False,Primary School,1,True,False,True,True,4.96,False,Conventional,Tractor,24.39,2503,1937,28.7,3862,2459,Growing,Corn,581,Poor
44,True,Primary School,4,False,True,True,False,8.24,False,Organic,Hoe,38.92,3092,1100,37.13,3553,2434,Stable,Soybean,460,Poor
35,False,Primary School,9,False,True,False,False,3.25,True,Hydroponic,Plow,46.66,1726,1384,29.85,3750,2781,Stable,Wheat,473,Poor
59,False,Primary School,2,True,False,True,True,6.06,True,Organic,Hoe,40.76,4820,1903,44.12,5645,1825,Growing,Rice,457,Poor
60,False,Secondary School,0,True,True,True,False,15.36,True,Hydroponic,Plow,38.25,4275,1193,80.92,5547,4063,Growing,Corn,704,Average
40,True,High School,3,True,True,False,False,7.5,False,Organic,Tractor,19.78,4346,586,26.85,5672,2887,Growing,Wheat,627,Poor
20,False,Primary School,3,True,True,True,False,1.92,True,Hydroponic,Hoe,27.66,3580,1260,36.21,4739,1624,Growing,Rice,454,Poor
59,True,Primary School,5,False,False,False,True,3.68,False,Organic,Plow,16.67,3902,1796,24.84,3208,2940,Growing,Wheat,646,Poor
19,False,Secondary School,1,True,True,False,False,1.13,True,Conventional,Hoe,33.14,4933,1848,49.54,2398,1039,Stable,Soybean,638,Poor
19,True,High School,5,True,True,True,False,2.89,False,Conventional,Tractor,10.31,3033,735,24.66,2639,2779,Stable,Soybean,423,Poor
64,False,Primary School,6,True,False,True,False,2.12,False,Organic,Hoe,30.54,3649,1697,53.58,3146,2984,Declining,Rice,467,Poor
60,False,Postgraduate,6,True,False,True,False,6.03,True,Hydroponic,Tractor,20.17,4840,1422,51.42,5306,2248,Stable,Wheat,388,Poor
56,True,High School,8,True,False,True,False,5.5,True,Conventional,Tractor,27.26,3875,1310,20.81,2466,1036,Declining,Wheat,475,Poor
32,False,College,7,True,True,False,False,2.89,True,Hydroponic,Plow,34.15,3384,888,44.14,4210,1945,Declining,Wheat,380,Poor
46,True,High School,5,False,False,False,False,1.61,False,Hydroponic,Combine,42.59,3877,1485,36.81,3316,1263,Stable,Soybean,518,Poor
29,True,Master,0,False,True,True,True,34.9,True,Conventional,Tractor,85.26,7611,4371,67.62,7994,5570,Growing,Rice,816,Best
22,False,Primary School,7,True,True,True,False,3.74,True,Hydroponic,Combine,31.79,3706,1696,56.66,3389,1619,Stable,Rice,444,Poor
61,True,Primary School,3,False,False,True,False,6.51,True,Organic,Plow,44.53,1464,1752,29.77,4748,2574,Growing,Corn,483,Poor
44,True,Bachelor,1,True,False,True,True,48.25,True,Organic,Hoe,87.9,8540,3919,101.68,8563,3063,Declining,Rice,899,Best
48,True,Master,1,True,False,True,True,37.33,True,Conventional,Tractor,94.75,9058,4802,93.23,8556,4857,Stable,Wheat,873,Best
63,True,High School,1,False,False,True,False,4.58,False,Organic,Tractor,10.85,4689,1583,28.34,5313,1504,Growing,Corn,470,Poor
19,False,Master,2,True,True,True,True,17.52,True,Hydroponic,Tractor,77.24,9926,3920,81.23,6624,2740,Growing,Corn,864,Best
64,False,High School,1,False,True,True,False,3.89,True,Conventional,Plow,30.21,2649,820,29.41,5053,2985,Growing,Wheat,440,Poor
33,False,High School,0,True,True,True,True,40.19,True,Conventional,Tractor,72.57,9932,2725,93.62,10528,5405,Declining,Rice,878,Best
52,True,Secondary School,8,False,False,True,False,4.42,True,Organic,Tractor,43.74,1364,1973,37.69,4367,2123,Declining,Soybean,437,Poor
61,False,Primary School,2,True,True,False,True,4.39,True,Hydroponic,Combine,17.3,4831,1420,41.75,3728,1730,Growing,Soybean,411,Poor
35,False,Primary School,5,True,True,False,False,4.74,True,Organic,Combine,17.07,4411,1984,54.79,4243,1756,Declining,Rice,513,Poor
38,False,Primary School,7,True,True,True,True,5.74,False,Conventional,Plow,30.25,4807,1415,53.57,2250,2210,Stable,Corn,607,Poor
23,True,Primary School,1,False,True,True,False,5.09,True,Conventional,Tractor,11.26,3356,1560,46.25,5199,1421,Stable,Corn,525,Poor
55,False,Secondary School,3,False,True,True,True,5.54,False,Conventional,Hoe,61.92,3210,2547,47.15,7166,4932,Declining,Rice,686,Average
46,True,Primary School,8,False,True,False,False,11.03,False,Hydroponic,Combine,40.6,3655,2788,83.38,7881,1703,Growing,Soybean,751,Average
43,False,College,3,False,False,False,False,6.27,True,Conventional,Hoe,44.19,7357,3866,82.41,4948,3596,Declining,Wheat,784,Average
29,False,College,5,True,True,False,False,9.81,False,Conventional,Combine,19.82,2320,1600,34.47,5570,1558,Declining,Corn,490,Poor
22,False,Primary School,5,True,False,True,True,6.41,True,Conventional,Tractor,33.32,3562,1403,46.81,2835,2609,Declining,Wheat,330,Poor
45,True,College,9,True,True,False,False,3.47,True,Conventional,Hoe,47.68,2440,955,41.92,5685,1752,Declining,Rice,389,Poor
55,True,Secondary School,2,False,True,True,False,9.51,False,Hydroponic,Combine,14.6,2912,756,22.82,5269,1583,Declining,Wheat,378,Poor
39,True,High School,10,True,True,False,True,5.21,True,Organic,Combine,47.62,2681,1285,41.31,2725,2863,Stable,Rice,591,Poor
23,False,Primary School,3,True,False,False,False,10.34,False,Organic,Plow,57.0,3704,1929,64.99,4634,4693,Growing,Corn,738,Average
32,True,Bachelor,3,True,True,True,True,35.41,True,Conventional,Tractor,70.27,9321,3455,69.46,6215,5123,Stable,Rice,839,Best
22,False,Primary School,8,False,True,True,False,8.69,True,Conventional,Plow,65.59,6660,3076,86.45,8422,3022,Stable,Soybean,670,Average
46,False,High School,5,True,False,True,False,19.03,True,Conventional,Tractor,61.78,4503,3346,51.18,4800,4263,Stable,Wheat,778,Average
60,False,Primary School,6,False,False,False,False,3.37,False,Conventional,Tractor,43.3,4193,1227,44.39,5949,2770,Stable,Soybean,602,Poor
58,True,High School,8,False,False,True,False,1.44,True,Organic,Hoe,46.3,1214,1918,51.73,2355,1077,Declining,Rice,632,Poor
45,True,High School,9,False,False,True,False,19.03,False,Organic,Tractor,79.28,4883,1177,82.29,7704,4902,Growing,Soybean,748,Average
